ACUTE PAIR—WHITETAILS ART COLLECTION,EPR7800365,,"Open edition from the Great Northern Art Premium Collection. Image size, 17"" x 23"". Choose from two framing options; regular premium framing and premium plus framing. A Wild Wings exclusive. Great Northern Art images may be available in various print lines.",,,,,,,1,99,,,,,1,wildwings400,wildwings160,https://cdn.shopify.com/s/files/1/0165/1821/7782/products/EPR7800365d_0a606e38-6c4c-473b-a43e-1d70bc9c5220_2000x.jpg?v=1623818810,EPR7800365d_0a606e38-6c4c-473b-a43e-1d70bc9c5220_2000x.jpg?v=1623818810,,,wildwings800,EPR7800365d_0a606e38-6c4c-473b-a43e-1d70bc9c5220_2000x.jpg?v=1623818810
HOLD TIGHT—WHITETAIL DEER ART COLLECTION,EPR4234565,,"On several treks into the woodland, I have walked close to bedded down whitetail bucks. They will 'hold tight' if they think their cover is good.

Open edition from the Great Northern Art Premium Collection. Image size, 17"" x 23"". Available in two framed options. A Wild Wings exclusive.",,,,,,,1,99,,,,,1,wildwings400,wildwings160,https://cdn.shopify.com/s/files/1/0165/1821/7782/products/EPR4234565d_36297960-d1e4-46f1-812c-88e853e66b75_2000x.jpg?v=1623818793,EPR4234565d_36297960-d1e4-46f1-812c-88e853e66b75_2000x.jpg?v=1623818793,,,wildwings800,EPR4234565d_36297960-d1e4-46f1-812c-88e853e66b75_2000x.jpg?v=1623818793
PICK ME—LAB PUPPIES ART COLLECTION,EPR0475156,,"“With my love for labs and puppies, I couldn’t resist painting this litter.”

Open edition from the Great Northern Art Premium Framed Prints Collection. Image size, 17"" x 23"". Choose from two framing options. Great Northern Art images may be available in various print lines. A Wild Wings exclusive.",,,,,,,1,99,,,,,1,wildwings400,wildwings160,https://cdn.shopify.com/s/files/1/0165/1821/7782/products/pick-me-lab-puppies-gna-premium-framed-print-larry-beckstein-EPR0475156_d152dc8d-7ef1-4621-9430-e6c84b6523b1_2000x.jpg?v=1623818774,pick-me-lab-puppies-gna-premium-framed-print-larry-beckstein-EPR0475156_d152dc8d-7ef1-4621-9430-e6c84b6523b1_2000x.jpg?v=1623818774,,,wildwings800,pick-me-lab-puppies-gna-premium-framed-print-larry-beckstein-EPR0475156_d152dc8d-7ef1-4621-9430-e6c84b6523b1_2000x.jpg?v=1623818774
OLD DEPENDABLE—BLACK LAB ART COLLECTION,EPR0474056,,"“This painting is the third painting in a series which was inspired by the love of a man, his dog and his truck. The hardest thing about doing this painting was finding a truck to complete the series. The black lab belonged to a very close friend of mine who also just happened to love trucks.”

Open edition art print from the Great Northern Art Premium Framed Prints Collection. Image size, 17"" x 23"". Choose from two framing options. Published exclusively by Wild Wings. Great Northern Art images may be available in other print lines.",,,,,,,1,99,,,,,1,wildwings400,wildwings160,https://cdn.shopify.com/s/files/1/0165/1821/7782/products/GNA_Prem_Old_Faithful_Black_Lab_Beckstein_EPR0474056d_f98b5f92-a3d3-44d4-81cd-7af24b292216_2000x.jpg?v=1623818772,GNA_Prem_Old_Faithful_Black_Lab_Beckstein_EPR0474056d_f98b5f92-a3d3-44d4-81cd-7af24b292216_2000x.jpg?v=1623818772,,,wildwings800,GNA_Prem_Old_Faithful_Black_Lab_Beckstein_EPR0474056d_f98b5f92-a3d3-44d4-81cd-7af24b292216_2000x.jpg?v=1623818772
DARK STAR—HORSE ART COLLECTION,EPR1952381LC,,"Open edition canvas art print depicting a portrait of a mare and her foal. Unsigned, open canvas edition from the Studio Canvas Collection. Choose from two image sizes, large (18"" x 25"") or small (13"" x 18""). Both canvases are framed with a Mocha Walnut-finished moulding. Published exclusively by Wild Wings.",,,,,,,1,99,,,,,1,wildwings400,wildwings160,https://cdn.shopify.com/s/files/1/0165/1821/7782/products/dark-star-horse-canvas-art-by-chris-cummings-EPR1952381LCd_4127544e-18ee-4a8d-acfa-dcf88d5eb5d5_2000x.jpg?v=1623820137,dark-star-horse-canvas-art-by-chris-cummings-EPR1952381LCd_4127544e-18ee-4a8d-acfa-dcf88d5eb5d5_2000x.jpg?v=1623820137,,,wildwings800,dark-star-horse-canvas-art-by-chris-cummings-EPR1952381LCd_4127544e-18ee-4a8d-acfa-dcf88d5eb5d5_2000x.jpg?v=1623820137
YOU WANT A PIECE OF THIS? FRAMED POSTER,EPO1640062,,"The gift of a smile! You may want to order a stack of these fun posters by Brett Longley, some to give away and some to keep! Each poster is 16"" x 20"" and has a black frame.",,,,,,,1,99,,,,,1,wildwings400,wildwings160,https://cdn.shopify.com/s/files/1/0165/1821/7782/products/EPO1640062d_b839038e-ec27-4f2f-860d-0553b481961f_2000x.jpg?v=1623819475,EPO1640062d_b839038e-ec27-4f2f-860d-0553b481961f_2000x.jpg?v=1623819475,,,wildwings800,EPO1640062d_b839038e-ec27-4f2f-860d-0553b481961f_2000x.jpg?v=1623819475
QUIET PLACES—DEER ART COLLECTION,EPR8748065,,"“In the hustle and bustle of modern day life, we must seek to find those retreats of solitude and tranquility to re-energize our souls. This cabin set at water's edge is one of those 'quiet places.'”

Open edition from the Great Northern Art Premium Collection. Image size, 17"" x 23"". Choose from two framing options, regular premium framing or premium plus framing. A Wild Wings exclusive. Great Northern Art images may be available in various print lines.",,,,,,,1,99,,,,,1,wildwings400,wildwings160,https://cdn.shopify.com/s/files/1/0165/1821/7782/products/framed-deer-art-print-quiet-places-by-sam-timm-EPR8748065d_940a3ea8-9a09-46b2-adb2-fbd6ab3aef47_2000x.jpg?v=1623818821,framed-deer-art-print-quiet-places-by-sam-timm-EPR8748065d_940a3ea8-9a09-46b2-adb2-fbd6ab3aef47_2000x.jpg?v=1623818821,,,wildwings800,framed-deer-art-print-quiet-places-by-sam-timm-EPR8748065d_940a3ea8-9a09-46b2-adb2-fbd6ab3aef47_2000x.jpg?v=1623818821
AUTUMN HOME—WOOD DUCKS ART COLLECTION,EPR6240205,,"“The setting sun brings an end to the long day’s flight as a pair of wood ducks comes in to a quiet pond for a one night's stay during their fall migration.”

Open edition art print made from the original acrylic painting. Part of the Great Northern Art Premium Framed Prints Collection. Image size, 17"" x 23"". Choose from two framing options, regular premium framing or premium plus framing. Published exclusively by Wild Wings. Great Northern Art images may be available in various print lines.",,,,,,,1,99,,,,,1,wildwings400,wildwings160,https://cdn.shopify.com/s/files/1/0165/1821/7782/products/framed-duck-art-print-autumn-home-wood-ducks-by-anthony-padgett-EPR6240205d_e4130463-73b4-4558-9787-2943eef9a036_2000x.jpg?v=1623818805,framed-duck-art-print-autumn-home-wood-ducks-by-anthony-padgett-EPR6240205d_e4130463-73b4-4558-9787-2943eef9a036_2000x.jpg?v=1623818805,,,wildwings800,framed-duck-art-print-autumn-home-wood-ducks-by-anthony-padgett-EPR6240205d_e4130463-73b4-4558-9787-2943eef9a036_2000x.jpg?v=1623818805
SPRING ROUNDS—TURKEYS ART COLLECTION,EPR3748120,,"Open edition art print from the Great Northern Art Premium Framed Prints Collection. Image size, 17"" x 23"". Choose from two framing options; regular premium framing or premium plus framing. Published exclusively by Wild Wings.",,,,,,,1,99,,,,,1,wildwings400,wildwings160,https://cdn.shopify.com/s/files/1/0165/1821/7782/products/framed-turkey-art-spring-rounds-by-jack-hagerman-EPR3748120d_68e48ef3-05e9-4075-9721-a52827505d56_2000x.jpg?v=1623818789,framed-turkey-art-spring-rounds-by-jack-hagerman-EPR3748120d_68e48ef3-05e9-4075-9721-a52827505d56_2000x.jpg?v=1623818789,,,wildwings800,framed-turkey-art-spring-rounds-by-jack-hagerman-EPR3748120d_68e48ef3-05e9-4075-9721-a52827505d56_2000x.jpg?v=1623818789
THE APPRENTICE—YELLOW LAB ART COLLECTION,EPR0470856,,"Open edition from the Great Northern Art Premium Framed Prints Collection. Image size, 23"" x 17"". A Wild Wings exclusive. Great Northern Art images may be available in various print lines.",,,,,,,1,99,,,,,1,wildwings400,wildwings160,https://cdn.shopify.com/s/files/1/0165/1821/7782/products/the-apprentice-yellow-lab-gna-premium-framed-print-larry-beckstein-EPR0470856_50fdcd2e-4a99-4053-8838-8477776b9761_2000x.jpg?v=1623818769,the-apprentice-yellow-lab-gna-premium-framed-print-larry-beckstein-EPR0470856_50fdcd2e-4a99-4053-8838-8477776b9761_2000x.jpg?v=1623818769,,,wildwings800,the-apprentice-yellow-lab-gna-premium-framed-print-larry-beckstein-EPR0470856_50fdcd2e-4a99-4053-8838-8477776b9761_2000x.jpg?v=1623818769
